#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-09-24T17:33:00 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ614e0aad5022e	
#INFO	-out.max=unlimited	
#INFO	queryParameters=13	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/468/663&tab:{J/A+A/468/663/table3}&key:source=J/A+A/468/663/table3&HTTPPRM:&
#-source=J/A+A/468/663/table3
#-order=I
#-out=Star
#-out=Line
#-out=Elem
#-out=lambda
#-out=EP(low)
#-out=loggf
#-out=EW
#-out=A(Fe)
#

#RESOURCE=yCat_34680663
#Name: J/A+A/468/663
#Title: Li abundances in solar-analog stars (Takeda+, 2007)
#Table	J_A_A_468_663_table3:
#Name: J/A+A/468/663/table3
#Title: EWs of Fe I/Fe II lines and resulting Fe abundances
#Column	Star	(A10)	Star name (Sun/Moon or HIP NNNNNN)	[ucd=meta.id;meta.main]
#Column	Line	(I4)	Line No. (cf. Takeda et al. 2005, Cat. <J/PASJ/57/27>)	[ucd=meta.id;spect.line]
#Column	Elem	(F5.2)	26.00 for Fe I, 26.01 for Fe II	[ucd=meta.note]
#Column	lambda	(F8.3)	Line wavelength	[ucd=em.wl;spect.line]
#Column	EP(low)	(F6.3)	Excitation potential of the lower level	[ucd=phys.atmol.excitation;phys.atmol.level]
#Column	loggf	(F6.3)	log(gf) value	[ucd=stat.value;arith.zp]
#Column	EW	(F5.1)	? Fe line equivalent width	[ucd=spect.line.eqWidth]
#Column	A(Fe)	(F5.2)	? Line-by-line Fe abundance	[ucd=phys.abund.Fe]
Star|Line|Elem|lambda|EP(low)|loggf|EW|A(Fe)
HIP  41526|1091|26.00|5775.080| 4.220|-1.059| 58.6| 7.52
HIP  41526|1092|26.00|5793.913| 4.220|-1.578| 30.6| 7.43
HIP  41526|1093|26.00|5814.805| 4.283|-1.797| 23.9| 7.54
HIP  41526|1094|26.00|5827.875| 3.283|-3.165| 12.0| 7.56
HIP  41526|1095|26.00|5835.098| 4.256|-2.113| 14.9| 7.56
HIP  41526|1096|26.00|5837.700| 4.294|-2.255| 10.0| 7.53
HIP  41526|1097|26.00|5845.266| 5.033|-1.673|  6.7| 7.45
HIP  41526|1098|26.00|5849.682| 3.695|-2.885|  8.0| 7.48
HIP  41526|1099|26.00|5852.217| 4.548|-1.127| 38.2| 7.47
HIP  41526|1100|26.00|5853.149| 1.485|-5.089|  8.8| 7.56
HIP  41526|1101|26.00|5856.083| 4.294|-1.513| 33.2| 7.50
HIP  41526|1102|26.00|5858.779| 4.220|-2.156|     |
HIP  41526|1103|26.00|5859.578| 4.548|-0.489| 70.5| 7.48
HIP  41526|1104|26.00|5861.107| 4.283|-2.327|  7.6| 7.45
HIP  41526|1105|26.00|5880.029| 4.558|-1.877|     |
HIP  41526|1106|26.00|5881.279| 4.607|-1.741| 17.5| 7.61
HIP  41526|1107|26.00|5902.485| 4.593|-1.783|     |
HIP  41526|1108|26.00|5905.689| 4.652|-0.650| 61.0| 7.60
HIP  41526|1109|26.00|5916.249| 2.453|-2.882|     |
HIP  41526|1110|26.00|5927.786| 4.652|-0.987|     |
HIP  41526|1111|26.00|5929.667| 4.548|-1.140| 37.6| 7.47
HIP  41526|1112|26.00|5934.653| 3.929|-1.015| 65.6| 7.34
HIP  41526|1113|26.00|5969.559| 4.283|-2.732|     |
HIP  41526|1114|26.00|5976.157| 4.294|-3.155|     |
HIP  41526|1115|26.00|5984.814| 4.733|-0.129| 76.6| 7.43
HIP  41526|1116|26.00|5987.066| 4.795|-0.307| 64.2| 7.43
HIP  41526|1117|26.00|6003.010| 3.882|-0.903| 75.9| 7.39
HIP  41526|1118|26.00|6027.050| 4.076|-1.065| 63.0| 7.51
HIP  41526|1119|26.00|6034.033| 4.312|-2.335|  8.4| 7.53
HIP  41526|1120|26.00|6093.666| 4.607|-1.297| 29.8| 7.49
HIP  41526|1121|26.00|6094.364| 4.652|-1.557| 18.5| 7.49
HIP  41526|1122|26.00|6096.662| 3.984|-1.758| 34.8| 7.46
HIP  41526|1123|26.00|6105.152| 4.548|-1.916|  9.7| 7.40
HIP  41526|1124|26.00|6127.909| 4.143|-1.352| 46.9| 7.49
HIP  41526|1125|26.00|6165.361| 4.143|-1.434| 42.0| 7.46
HIP  41526|1126|26.00|6187.398| 2.832|-4.094|  3.9| 7.49
HIP  41526|1127|26.00|6187.987| 3.943|-1.587| 46.1| 7.49
HIP  41526|1128|26.00|6199.507| 2.559|-4.283|     |
HIP  41526|1129|26.00|6213.429| 2.223|-2.562| 79.3| 7.49
HIP  41526|1130|26.00|6220.776| 3.882|-2.322| 18.8| 7.52
HIP  41526|1131|26.00|6221.670| 0.859|-6.441|  1.3| 7.37
HIP  41526|1132|26.00|6226.730| 3.883|-2.055| 23.8| 7.39
HIP  41526|1133|26.00|6229.225| 2.845|-2.877| 32.3| 7.41
HIP  41526|1134|26.00|6302.494| 3.686|-1.163|     |
HIP  41526|1135|26.00|6330.838| 4.733|-1.152| 32.3| 7.51
HIP  41526|1136|26.00|6335.328| 2.198|-2.349| 91.3| 7.47
HIP  41526|1137|26.00|6367.111| 4.795|-2.373|     |
HIP  41526|1138|26.00|6392.538| 2.279|-3.939| 15.3| 7.45
HIP  41526|1139|26.00|6436.411| 4.186|-2.337| 11.8| 7.57
HIP  41526|1140|26.00|6472.150| 4.371|-3.140|     |
HIP  41526|1141|26.00|6494.980| 2.404|-1.301|     |
HIP  41526|1142|26.00|6496.469| 4.795|-0.483| 63.9| 7.57
HIP  41526|1143|26.00|6591.325| 4.593|-1.957| 11.9| 7.57
HIP  41526|1144|26.00|6608.024| 2.279|-3.952| 16.6| 7.49
HIP  41526|1145|26.00|6627.540| 4.548|-1.452| 25.5| 7.45
HIP  41526|1146|26.00|6646.932| 2.608|-3.931|  9.8| 7.52
HIP  41526|1147|26.00|6667.417| 2.453|-4.315|     |
HIP  41526|1148|26.00|6676.863| 4.558|-2.699|     |
HIP  41526|1149|26.00|6703.568| 2.759|-3.008| 35.1| 7.49
HIP  41526|1150|26.00|6710.316| 1.485|-4.813| 11.7| 7.37
HIP  41526|1151|26.00|6712.441| 4.988|-2.071|     |
HIP  41526|1152|26.00|6725.353| 4.103|-2.178| 14.9| 7.43
HIP  41526|1153|26.00|6726.661| 4.607|-1.003| 42.7| 7.44
HIP  41526|1154|26.00|6732.070| 4.584|-2.111|  7.6| 7.49
HIP  41526|1155|26.00|6733.151| 4.638|-1.403| 23.9| 7.44
HIP  41526|1156|26.00|6745.090| 4.580|-2.065|  8.1| 7.47
HIP  41526|1157|26.00|6745.955| 4.076|-2.632|  7.1| 7.49
HIP  41526|1158|26.00|6746.953| 2.608|-4.337|     |
HIP  41526|1159|26.00|6783.264| 2.559|-4.550|     |
HIP  41526|1162|26.00|6806.847| 2.727|-3.098|     |
HIP  41526|1163|26.00|6810.257| 4.607|-0.927|     |
HIP  41526|1164|26.00|6824.825| 4.988|-2.125|     |
HIP  41526| 207|26.01|5525.125| 3.267|-4.007|     |
HIP  41526| 208|26.01|6432.680| 2.891|-3.579| 40.2| 7.39
HIP  41526| 209|26.01|6516.080| 2.891|-3.302| 57.9| 7.50
HIP  41526|2005|26.01|5991.376| 3.153|-3.540| 37.8| 7.57
HIP  41526|2006|26.01|6084.111| 3.199|-3.791| 22.0| 7.45
HIP  41526|2007|26.01|6141.033| 3.230|-4.872|     |
HIP  41526|2008|26.01|6149.258| 3.889|-2.720| 35.0| 7.37
HIP  41526|2009|26.01|6239.953| 3.889|-3.423| 15.4| 7.51
HIP  41526|2010|26.01|6247.557| 3.892|-2.336| 56.2| 7.48
HIP  41526|2011|26.01|6269.967| 3.245|-4.355|  7.2| 7.44
HIP  41526|2012|26.01|6446.410| 6.222|-1.938|  5.9| 7.61
HIP  41526|2013|26.01|6456.383| 3.903|-2.142| 67.4| 7.52
HIP  42333| 109|26.00|5600.226| 4.260|-1.429| 51.3| 7.77
HIP  42333| 110|26.00|5661.348| 4.280|-1.790| 29.6| 7.69
HIP  42333| 111|26.00|5696.102| 4.550|-1.847| 14.6| 7.58
HIP  42333| 112|26.00|5701.545| 2.560|-2.087| 90.3| 7.60
HIP  42333| 113|26.00|5705.466| 4.300|-1.433| 45.2| 7.68
HIP  42333| 114|26.00|5778.455| 2.590|-3.468| 27.0| 7.67
HIP  42333| 115|26.00|5784.657| 3.340|-2.615| 30.1| 7.61
HIP  42333| 116|26.00|5855.091| 4.607|-1.478| 26.7| 7.61
HIP  42333| 117|26.00|5909.970| 3.210|-2.579|     |
HIP  42333| 118|26.00|5956.692| 0.859|-4.537| 58.3| 7.65
HIP  42333| 119|26.00|6082.708| 2.223|-3.555| 40.8| 7.67
HIP  42333| 120|26.00|6120.244| 0.910|-5.906|  7.8| 7.76
HIP  42333| 121|26.00|6136.993| 2.198|-2.910| 70.5| 7.59
HIP  42333| 122|26.00|6151.617| 2.176|-3.296| 54.3| 7.62
HIP  42333| 123|26.00|6173.341| 2.223|-2.888| 72.3| 7.62
HIP  42333| 124|26.00|6180.203| 2.730|-2.615| 62.9| 7.67
HIP  42333| 125|26.00|6200.314| 2.609|-2.360| 77.7| 7.61
HIP  42333| 126|26.00|6219.279| 2.198|-2.458|100.9| 7.73
HIP  42333| 127|26.00|6232.639| 3.650|-1.197| 94.5| 7.72
HIP  42333| 128|26.00|6240.645| 2.220|-3.269| 55.0| 7.66
HIP  42333| 129|26.00|6265.131| 2.176|-2.578| 92.8| 7.66
HIP  42333| 130|26.00|6271.276| 3.330|-2.751| 31.8| 7.75
HIP  42333| 131|26.00|6280.616| 0.859|-4.363| 71.4| 7.70
HIP  42333| 132|26.00|6297.792| 2.223|-2.740| 79.8| 7.61
HIP  42333| 133|26.00|6311.500| 2.832|-3.141| 36.1| 7.74
HIP  42333| 134|26.00|6322.690| 2.588|-2.326| 84.3| 7.67
HIP  42333| 135|26.00|6353.835| 0.915|-6.477|     |
HIP  42333| 136|26.00|6481.869| 2.279|-2.933| 67.7| 7.60
HIP  42333| 137|26.00|6498.937| 0.958|-4.632| 47.4| 7.58
HIP  42333| 138|26.00|6518.365| 2.830|-2.564| 63.4| 7.69
HIP  42333| 139|26.00|6574.225| 0.990|-4.980| 30.8| 7.63
HIP  42333| 140|26.00|6581.207| 1.480|-4.751| 23.1| 7.71
HIP  42333| 141|26.00|6593.871| 2.433|-2.359| 94.3| 7.71
HIP  42333| 142|26.00|6609.110| 2.559|-2.616| 71.9| 7.65
HIP  42333| 143|26.00|6625.021| 1.010|-5.307| 19.3| 7.68
HIP  42333| 144|26.00|6667.725| 4.580|-2.125| 11.9| 7.74
HIP  42333| 145|26.00|6699.162| 4.590|-2.081| 10.8| 7.65
HIP  42333| 146|26.00|6739.520| 1.557|-4.790|     |
HIP  42333| 147|26.00|6750.150| 2.424|-2.570| 79.1| 7.60
HIP  42333| 148|26.00|6752.705| 4.640|-1.186| 42.1| 7.64
HIP  42333| 149|26.00|6793.252| 4.080|-2.366|     |
HIP  42333| 150|26.00|6804.001| 4.650|-1.522|     |
HIP  42333| 151|26.00|6804.275| 4.580|-1.776|     |
HIP  42333|1063|26.00|5522.447| 4.209|-1.373|     |
HIP  42333|1064|26.00|5546.500| 4.371|-1.018| 57.4| 7.62
HIP  42333|1065|26.00|5549.948| 3.695|-2.762| 13.9| 7.66
HIP  42333|1066|26.00|5552.691| 4.956|-1.704| 12.0| 7.72
HIP  42333|1067|26.00|5559.638| 4.988|-1.614| 11.9| 7.66
HIP  42333|1068|26.00|5568.072| 4.154|-2.889|  4.9| 7.71
HIP  42333|1069|26.00|5568.867| 3.635|-2.817| 11.8| 7.57
HIP  42333|1070|26.00|5577.031| 5.033|-1.446| 16.4| 7.69
HIP  42333|1071|26.00|5587.573| 4.143|-1.593|     |
HIP  42333|1072|26.00|5595.075| 5.064|-1.633|     |
HIP  42333|1073|26.00|5608.974| 4.209|-2.287| 13.5| 7.66
HIP  42333|1074|26.00|5618.631| 4.209|-1.233| 55.8| 7.63
HIP  42333|1075|26.00|5619.587| 4.386|-1.409| 37.7| 7.59
HIP  42333|1076|26.00|5636.696| 3.640|-2.495| 23.8| 7.64
HIP  42333|1077|26.00|5638.262| 4.220|-0.663| 86.1| 7.65
HIP  42333|1078|26.00|5650.020| 5.099|-0.749| 42.2| 7.63
HIP  42333|1079|26.00|5650.704| 5.085|-0.672| 47.1| 7.70
HIP  42333|1080|26.00|5651.470| 4.473|-1.747| 22.7| 7.66
HIP  42333|1081|26.00|5652.320| 4.260|-1.731| 31.6| 7.66
HIP  42333|1082|26.00|5653.889| 4.386|-1.334| 43.1| 7.61
HIP  42333|1083|26.00|5672.267| 4.584|-2.836|     |
HIP  42333|1084|26.00|5679.025| 4.652|-0.626| 67.0| 7.66
HIP  42333|1085|26.00|5680.241| 4.186|-2.306| 14.4| 7.69
HIP  42333|1086|26.00|5731.762| 4.256|-1.050| 65.7| 7.67
HIP  42333|1087|26.00|5732.275| 4.991|-1.400| 18.0| 7.65
HIP  42333|1088|26.00|5752.023| 4.548|-0.846| 58.5| 7.60
HIP  42333|1089|26.00|5753.121| 4.260|-0.594| 83.8| 7.60
HIP  42333|1090|26.00|5760.345| 3.642|-2.438| 25.6| 7.63
HIP  42333|1091|26.00|5775.080| 4.220|-1.059| 66.5| 7.65
HIP  42333|1092|26.00|5793.913| 4.220|-1.578| 38.2| 7.60
HIP  42333|1093|26.00|5814.805| 4.283|-1.797| 26.9| 7.63
HIP  42333|1094|26.00|5827.875| 3.283|-3.165| 15.4| 7.71
HIP  42333|1095|26.00|5835.098| 4.256|-2.113| 19.7| 7.72
HIP  42333|1096|26.00|5837.700| 4.294|-2.255| 11.8| 7.63
HIP  42333|1097|26.00|5845.266| 5.033|-1.673|  9.8| 7.64
HIP  42333|1098|26.00|5849.682| 3.695|-2.885| 10.5| 7.63
HIP  42333|1099|26.00|5852.217| 4.548|-1.127| 47.5| 7.66
HIP  42333|1100|26.00|5853.149| 1.485|-5.089|  8.1| 7.55
HIP  42333|1101|26.00|5856.083| 4.294|-1.513| 38.4| 7.62
HIP  42333|1102|26.00|5858.779| 4.220|-2.156| 17.3| 7.66
HIP  42333|1103|26.00|5859.578| 4.548|-0.489| 80.8| 7.61
HIP  42333|1104|26.00|5861.107| 4.283|-2.327| 10.2| 7.61
HIP  42333|1105|26.00|5880.029| 4.558|-1.877| 12.5| 7.53
HIP  42333|1106|26.00|5881.279| 4.607|-1.741| 21.0| 7.72
HIP  42333|1107|26.00|5902.485| 4.593|-1.783| 19.0| 7.69
HIP  42333|1108|26.00|5905.689| 4.652|-0.650| 60.8| 7.56
HIP  42333|1109|26.00|5916.249| 2.453|-2.882|     |
HIP  42333|1110|26.00|5927.786| 4.652|-0.987| 49.6| 7.66
HIP  42333|1111|26.00|5929.667| 4.548|-1.140| 43.8| 7.60
HIP  42333|1112|26.00|5934.653| 3.929|-1.015| 80.7| 7.60
HIP  42333|1113|26.00|5969.559| 4.283|-2.732|     |
HIP  42333|1114|26.00|5976.157| 4.294|-3.155|     |
HIP  42333|1115|26.00|5984.814| 4.733|-0.129| 93.9| 7.68
HIP  42333|1116|26.00|5987.066| 4.795|-0.307| 72.4| 7.55
HIP  42333|1117|26.00|6003.010| 3.882|-0.903| 91.1| 7.63
HIP  42333|1118|26.00|6027.050| 4.076|-1.065| 71.2| 7.65
HIP  42333|1119|26.00|6034.033| 4.312|-2.335| 12.3| 7.74
HIP  42333|1120|26.00|6093.666| 4.607|-1.297| 36.8| 7.65
HIP  42333|1121|26.00|6094.364| 4.652|-1.557| 24.6| 7.67
HIP  42333|1122|26.00|6096.662| 3.984|-1.758| 44.4| 7.66
HIP  42333|1123|26.00|6105.152| 4.548|-1.916| 14.2| 7.61
HIP  42333|1124|26.00|6127.909| 4.143|-1.352| 53.4| 7.61
HIP  42333|1125|26.00|6165.361| 4.143|-1.434| 50.6| 7.63
HIP  42333|1126|26.00|6187.398| 2.832|-4.094|  4.5| 7.58
HIP  42333|1127|26.00|6187.987| 3.943|-1.587| 51.1| 7.58
HIP  42333|1128|26.00|6199.507| 2.559|-4.283|  6.8| 7.70
HIP  42333|1129|26.00|6213.429| 2.223|-2.562| 91.7| 7.68
HIP  42333|1130|26.00|6220.776| 3.882|-2.322| 21.4| 7.61
HIP  42333|1131|26.00|6221.670| 0.859|-6.441|     |
HIP  42333|1132|26.00|6226.730| 3.883|-2.055| 33.0| 7.62
HIP  42333|1133|26.00|6229.225| 2.845|-2.877| 45.2| 7.68
HIP  42333|1134|26.00|6302.494| 3.686|-1.163|     |
HIP  42333|1135|26.00|6330.838| 4.733|-1.152| 39.8| 7.66
HIP  42333|1136|26.00|6335.328| 2.198|-2.349|105.1| 7.66
HIP  42333|1137|26.00|6367.111| 4.795|-2.373|     |
HIP  42333|1138|26.00|6392.538| 2.279|-3.939| 19.9| 7.61
HIP  42333|1139|26.00|6436.411| 4.186|-2.337| 13.4| 7.64
HIP  42333|1140|26.00|6472.150| 4.371|-3.140|     |
HIP  42333|1141|26.00|6494.980| 2.404|-1.301|     |
HIP  42333|1142|26.00|6496.469| 4.795|-0.483| 69.7| 7.65
HIP  42333|1143|26.00|6591.325| 4.593|-1.957| 12.6| 7.61
HIP  42333|1144|26.00|6608.024| 2.279|-3.952| 17.2| 7.53
HIP  42333|1145|26.00|6627.540| 4.548|-1.452| 30.8| 7.58
HIP  42333|1146|26.00|6646.932| 2.608|-3.931| 10.6| 7.58
HIP  42333|1147|26.00|6667.417| 2.453|-4.315|  5.9| 7.53
HIP  42333|1148|26.00|6676.863| 4.558|-2.699|     |
HIP  42333|1149|26.00|6703.568| 2.759|-3.008| 42.7| 7.64
HIP  42333|1150|26.00|6710.316| 1.485|-4.813| 19.8| 7.67
HIP  42333|1151|26.00|6712.441| 4.988|-2.071|     |
HIP  42333|1152|26.00|6725.353| 4.103|-2.178| 19.4| 7.59
HIP  42333|1153|26.00|6726.661| 4.607|-1.003| 53.8| 7.64
HIP  42333|1154|26.00|6732.070| 4.584|-2.111| 11.4| 7.70
HIP  42333|1155|26.00|6733.151| 4.638|-1.403| 32.7| 7.66
HIP  42333|1156|26.00|6745.090| 4.580|-2.065| 10.7| 7.62
HIP  42333|1157|26.00|6745.955| 4.076|-2.632|  8.7| 7.60
HIP  42333|1158|26.00|6746.953| 2.608|-4.337|  6.8| 7.76
HIP  42333|1159|26.00|6783.264| 2.559|-4.550|  2.8| 7.52
HIP  42333|1162|26.00|6806.847| 2.727|-3.098|     |
HIP  42333|1163|26.00|6810.257| 4.607|-0.927|     |
HIP  42333|1164|26.00|6824.825| 4.988|-2.125|     |
HIP  42333| 207|26.01|5525.125| 3.267|-4.007|     |
HIP  42333| 208|26.01|6432.680| 2.891|-3.579| 52.3| 7.75
HIP  42333| 209|26.01|6516.080| 2.891|-3.302|     |
HIP  42333|2005|26.01|5991.376| 3.153|-3.540| 36.9| 7.64
HIP  42333|2006|26.01|6084.111| 3.199|-3.791| 23.9| 7.61
HIP  42333|2007|26.01|6141.033| 3.230|-4.872|  2.7| 7.60
HIP  42333|2008|26.01|6149.258| 3.889|-2.720| 39.6| 7.57
HIP  42333|2009|26.01|6239.953| 3.889|-3.423| 16.8| 7.66
HIP  42333|2010|26.01|6247.557| 3.892|-2.336| 62.0| 7.68
HIP  42333|2011|26.01|6269.967| 3.245|-4.355|     |
HIP  42333|2012|26.01|6446.410| 6.222|-1.938|  5.7| 7.66
HIP  42333|2013|26.01|6456.383| 3.903|-2.142| 70.3| 7.64
HIP  42575| 109|26.00|5600.226| 4.260|-1.429| 45.3| 7.59
HIP  42575| 110|26.00|5661.348| 4.280|-1.790| 28.3| 7.59
HIP  42575| 111|26.00|5696.102| 4.550|-1.847|     |
HIP  42575| 112|26.00|5701.545| 2.560|-2.087| 87.5| 7.48
HIP  42575| 113|26.00|5705.466| 4.300|-1.433| 41.4| 7.54
HIP  42575| 114|26.00|5778.455| 2.590|-3.468| 27.6| 7.57
HIP  42575| 115|26.00|5784.657| 3.340|-2.615| 32.6| 7.58
HIP  42575| 116|26.00|5855.091| 4.607|-1.478| 26.5| 7.55
HIP  42575| 117|26.00|5909.970| 3.210|-2.579|     |
HIP  42575| 118|26.00|5956.692| 0.859|-4.537| 57.3| 7.50
HIP  42575| 119|26.00|6082.708| 2.223|-3.555| 41.7| 7.58
HIP  42575| 120|26.00|6120.244| 0.910|-5.906|  8.4| 7.63
HIP  42575| 121|26.00|6136.993| 2.198|-2.910|     |
HIP  42575| 122|26.00|6151.617| 2.176|-3.296| 58.1| 7.60
HIP  42575| 123|26.00|6173.341| 2.223|-2.888| 74.6| 7.59
HIP  42575| 124|26.00|6180.203| 2.730|-2.615| 61.5| 7.56
HIP  42575| 125|26.00|6200.314| 2.609|-2.360| 79.7| 7.58
HIP  42575| 126|26.00|6219.279| 2.198|-2.458| 96.4| 7.57
HIP  42575| 127|26.00|6232.639| 3.650|-1.197| 91.9| 7.61
HIP  42575| 128|26.00|6240.645| 2.220|-3.269| 55.7| 7.57
HIP  42575| 129|26.00|6265.131| 2.176|-2.578| 90.1| 7.53
HIP  42575| 130|26.00|6271.276| 3.330|-2.751| 28.4| 7.58
HIP  42575| 131|26.00|6280.616| 0.859|-4.363| 71.7| 7.59
HIP  42575| 132|26.00|6297.792| 2.223|-2.740| 78.8| 7.51
HIP  42575| 133|26.00|6311.500| 2.832|-3.141| 33.4| 7.59
HIP  42575| 134|26.00|6322.690| 2.588|-2.326| 80.3| 7.52
HIP  42575| 135|26.00|6353.835| 0.915|-6.477|     |
HIP  42575| 136|26.00|6481.869| 2.279|-2.933| 70.3| 7.57
HIP  42575| 137|26.00|6498.937| 0.958|-4.632| 52.1| 7.53
HIP  42575| 138|26.00|6518.365| 2.830|-2.564| 61.6| 7.58
HIP  42575| 139|26.00|6574.225| 0.990|-4.980| 34.2| 7.55
HIP  42575| 140|26.00|6581.207| 1.480|-4.751| 23.0| 7.56
HIP  42575| 141|26.00|6593.871| 2.433|-2.359| 93.9| 7.63
HIP  42575| 142|26.00|6609.110| 2.559|-2.616| 74.6| 7.63
HIP  42575| 143|26.00|6625.021| 1.010|-5.307| 20.3| 7.56
HIP  42575| 144|26.00|6667.725| 4.580|-2.125| 11.5| 7.65
HIP  42575| 145|26.00|6699.162| 4.590|-2.081|  8.8| 7.48
HIP  42575| 146|26.00|6739.520| 1.557|-4.790| 17.1| 7.50
HIP  42575| 147|26.00|6750.150| 2.424|-2.570| 77.4| 7.49
HIP  42575| 148|26.00|6752.705| 4.640|-1.186| 38.5| 7.51
HIP  42575| 149|26.00|6793.252| 4.080|-2.366|     |
HIP  42575| 150|26.00|6804.001| 4.650|-1.522|     |
HIP  42575| 151|26.00|6804.275| 4.580|-1.776|     |
HIP  42575|1063|26.00|5522.447| 4.209|-1.373|     |
HIP  42575|1064|26.00|5546.500| 4.371|-1.018| 57.8| 7.58
HIP  42575|1065|26.00|5549.948| 3.695|-2.762|     |
HIP  42575|1066|26.00|5552.691| 4.956|-1.704| 10.9| 7.61
HIP  42575|1067|26.00|5559.638| 4.988|-1.614|     |
HIP  42575|1068|26.00|5568.072| 4.154|-2.889|     |
HIP  42575|1069|26.00|5568.867| 3.635|-2.817|     |
HIP  42575|1070|26.00|5577.031| 5.033|-1.446|     |
HIP  42575|1071|26.00|5587.573| 4.143|-1.593| 39.5| 7.51
HIP  42575|1072|26.00|5595.075| 5.064|-1.633|  8.5| 7.51
HIP  42575|1073|26.00|5608.974| 4.209|-2.287| 13.5| 7.58
HIP  42575|1074|26.00|5618.631| 4.209|-1.233| 53.2| 7.52
HIP  42575|1075|26.00|5619.587| 4.386|-1.409| 38.4| 7.54
HIP  42575|1076|26.00|5636.696| 3.640|-2.495| 24.9| 7.59
HIP  42575|1077|26.00|5638.262| 4.220|-0.663| 85.5| 7.60
HIP  42575|1078|26.00|5650.020| 5.099|-0.749| 39.6| 7.54
HIP  42575|1079|26.00|5650.704| 5.085|-0.672| 42.6| 7.57
HIP  42575|1080|26.00|5651.470| 4.473|-1.747| 25.6| 7.67
HIP  42575|1081|26.00|5652.320| 4.260|-1.731| 28.9| 7.53
HIP  42575|1082|26.00|5653.889| 4.386|-1.334| 41.5| 7.52
HIP  42575|1083|26.00|5672.267| 4.584|-2.836|     |
HIP  42575|1084|26.00|5679.025| 4.652|-0.626| 60.2| 7.49
HIP  42575|1085|26.00|5680.241| 4.186|-2.306| 10.5| 7.45
HIP  42575|1086|26.00|5731.762| 4.256|-1.050| 62.8| 7.57
HIP  42575|1087|26.00|5732.275| 4.991|-1.400| 15.6| 7.52
HIP  42575|1088|26.00|5752.023| 4.548|-0.846| 60.1| 7.59
HIP  42575|1089|26.00|5753.121| 4.260|-0.594| 80.1| 7.49
HIP  42575|1090|26.00|5760.345| 3.642|-2.438| 25.1| 7.53
HIP  42575|1091|26.00|5775.080| 4.220|-1.059| 62.0| 7.51
HIP  42575|1092|26.00|5793.913| 4.220|-1.578| 38.4| 7.54
HIP  42575|1093|26.00|5814.805| 4.283|-1.797| 27.4| 7.57
HIP  42575|1094|26.00|5827.875| 3.283|-3.165| 15.3| 7.61
HIP  42575|1095|26.00|5835.098| 4.256|-2.113| 14.9| 7.49
HIP  42575|1096|26.00|5837.700| 4.294|-2.255| 10.8| 7.51
HIP  42575|1097|26.00|5845.266| 5.033|-1.673|  9.3| 7.56
HIP  42575|1098|26.00|5849.682| 3.695|-2.885| 11.3| 7.57
HIP  42575|1099|26.00|5852.217| 4.548|-1.127| 43.8| 7.53
HIP  42575|1100|26.00|5853.149| 1.485|-5.089|  9.5| 7.48
HIP  42575|1101|26.00|5856.083| 4.294|-1.513| 38.1| 7.55
HIP  42575|1102|26.00|5858.779| 4.220|-2.156| 15.0| 7.51
HIP  42575|1103|26.00|5859.578| 4.548|-0.489| 75.9| 7.50
HIP  42575|1104|26.00|5861.107| 4.283|-2.327| 10.3| 7.54
HIP  42575|1105|26.00|5880.029| 4.558|-1.877|     |
HIP  42575|1106|26.00|5881.279| 4.607|-1.741| 15.6| 7.49
HIP  42575|1107|26.00|5902.485| 4.593|-1.783| 17.3| 7.57
HIP  42575|1108|26.00|5905.689| 4.652|-0.650| 66.3| 7.64
HIP  42575|1109|26.00|5916.249| 2.453|-2.882|     |
HIP  42575|1110|26.00|5927.786| 4.652|-0.987| 51.5| 7.66
HIP  42575|1111|26.00|5929.667| 4.548|-1.140| 43.9| 7.55
HIP  42575|1112|26.00|5934.653| 3.929|-1.015| 78.3| 7.51
HIP  42575|1113|26.00|5969.559| 4.283|-2.732|     |
HIP  42575|1114|26.00|5976.157| 4.294|-3.155|     |
HIP  42575|1115|26.00|5984.814| 4.733|-0.129| 93.0| 7.63
HIP  42575|1116|26.00|5987.066| 4.795|-0.307| 69.1| 7.45
HIP  42575|1117|26.00|6003.010| 3.882|-0.903| 92.2| 7.60
HIP  42575|1118|26.00|6027.050| 4.076|-1.065| 66.6| 7.51
HIP  42575|1119|26.00|6034.033| 4.312|-2.335| 12.2| 7.66
HIP  42575|1120|26.00|6093.666| 4.607|-1.297| 34.6| 7.55
HIP  42575|1121|26.00|6094.364| 4.652|-1.557| 23.2| 7.57
HIP  42575|1122|26.00|6096.662| 3.984|-1.758| 43.5| 7.58
HIP  42575|1123|26.00|6105.152| 4.548|-1.916| 15.9| 7.60
HIP  42575|1124|26.00|6127.909| 4.143|-1.352| 54.2| 7.58
HIP  42575|1125|26.00|6165.361| 4.143|-1.434| 48.5| 7.53
HIP  42575|1126|26.00|6187.398| 2.832|-4.094|  6.8| 7.66
HIP  42575|1127|26.00|6187.987| 3.943|-1.587| 53.7| 7.57
